אקס מן,אקס מן 4 - המקור וולברין ↙️,https://drive.google.com/file/d/165FEQF9wPESl7hvDuMPxv43r-KaGVBts/view?usp=drivesdk,X-Men Origins: Wolverine,2009,"פעולה, מדע בדיוני, הרפתקאות",107,"הסרט מתמקד בסיפורו של לוגאן, הידוע גם בשם וולברין, ומתאר את רגעיו המוקדמים כחלק מיחידת האקסמן. העלילה מגלה את מקור כוחותיו ואת מערכת היחסים המורכבת עם אחיו ויוריק. יחד עם זאת, הסרט מציג את מסעו למצוא את זהותו ולהתמודד עם אויבים מהעבר."
אקס מן,אקס מן 5 - ההתחלה ↙️,https://drive.google.com/file/d/1mTsNU8QsLVFNkGaW7lv_Zduze46GpjS1/view?usp=drivesdk,X-Men: First Class,2011,"מדע בדיוני, אקשן, הרפתקאות",132,"הסרט עוקב אחרי המקור של קבוצת האקס מן, כאשר צ'ארלס קסביאר ואריק למפרט נפגשים לראשונה ומתמודדים עם איומים חדשים בזמן המלחמה הקרה. הם מגייסים צוות של אנשים עם כוחות מיוחדים כדי לעצור את בר הלה חיים ולמנוע מלחמה גרעינית."
אקס מן,אקס מן 6 - וולברין ↙️,https://drive.google.com/file/d/1SqNYwdzaG-ROU9ovo25KgTyyo7UdDvwb/view?usp=drivesdk,X-Men Origins: Wolverine,2009,"פעולה, מדע בדיוני, הרפתקאות",107,"הסרט עוקב אחרי סיפורו של לוגן, הידוע כאיש הזאב, מגיל צעיר ועד להפיכתו לאחד הגיבורים המרכזיים ביקום אקס מן. הוא מתמודד עם חשבונות עבר ומנסה להגן על האנשים האהובים עליו בעולם מסוכן ומלא בסכנות."
אקס מן,אקס מן 7 - העתיד שהיה ↙️,https://drive.google.com/file/d/1k49I2iTd77yHF5IjAXEepCgw6dZVL6_7/view?usp=drivesdk,אקס מן 7 - העתיד שהיה ↙️,N/A,N/A,N/A,N/A
אקס מן,אקס מן 8 - דדפול ↙️,https://drive.google.com/file/d/193eUJx5Gnt_jDxVwEKprV8F9M-jlYbOV/view?usp=drivesdk,אקס מן 8 - דדפול ↙️,N/A,N/A,N/A,N/A
אקס מן,אקס מן 9 - אפוקליפסה ↙️,https://drive.google.com/file/d/1nanazuyc7V8TbqA_HvYGMpAWsIaS8V89/view?usp=drivesdk,אקס מן 9 - אפוקליפסה ↙️,N/A,N/A,N/A,N/A
אלוף ללא עוררין,אלוף ללא עוררין 1 ↙️,https://drive.google.com/file/d/12Rv2EPZq2KvuDis4Vw7_zaLXChQGfUQm/view?usp=drivesdk,אלוף ללא עוררין 1 ↙️,N/A,N/A,N/A,N/A
אלוף ללא עוררין,אלוף ללא עוררין 2 ↙️,https://drive.google.com/file/d/1XbVf07zc4ai5GWhmqMYmYjRui8S5N88p/view?usp=drivesdk,אלוף ללא עוררין 2 ↙️,N/A,N/A,N/A,N/A
אלוף ללא עוררין,אלוף ללא עוררין 3 ↙️,https://drive.google.com/file/d/1LOwcE6eB_XwNkduqOFaC2iJ-N7VfIoba/view?usp=drivesdk,אלוף ללא עוררין 3 ↙️,N/A,N/A,N/A,N/A
אלוף ללא עוררין,אלוף ללא עוררין 4 ↙️,https://drive.google.com/file/d/1yvyIBmzQtaUAJsfxhbuQeb3DCmKH5kkM/view?usp=drivesdk,אלוף ללא עוררין 4 ↙️,N/A,N/A,N/A,N/A
שודדי הקאריביים,שודדי הקאריביים 1 - קללת הפנינה השחורה ↙️,https://drive.google.com/file/d/18N0CcCpTFKxPddwA42f_wVupZoKwL9l0/view?usp=drivesdk,שודדי הקאריביים 1 - קללת הפנינה השחורה ↙️,N/A,N/A,N/A,N/A
שודדי הקאריביים,שודדי הקאריביים 2 - תיבה של איש מת ↙️,https://drive.google.com/file/d/1KP3bJUZJOG61oa8QbOwss4Vqj-gbpefi/view?usp=drivesdk,Pirates of the Caribbean: Dead Man's Chest,2006,"פעולה, הרפתקאות, פנטזיה",151,"ג'ק ספארו מוצא את עצמו במרדף מסוכן אחרי תיבת מוות מסתורית, שמכילה את ליבו של דייב ג'ונס, יצור ימי אימתני. הסרט מציג הרפתקאות במים עם מפלצות, קרבות ושאיפות להישרדות בעולם פיראטי מסוכן."
שודדי הקאריביים,שודדי הקאריביים 3 - סוף העולם ↙️,https://drive.google.com/file/d/1MZ6hwwgA1o0YnjlZzY5t35HsidmjOCfP/view?usp=drivesdk,Pirates of the Caribbean: At World's End,2007,"הרפתקאות, פעולה, פנטזיה",169,"ג'ק ספארו נלכד בעולם בין החיים למוות, ולחבריו נדרשת התעלות כדי להציל אותו ולהילחם נגד אויבים חדשים שמאיימים על השלום בים. הקרבות בין שודדי הים מגיעים לשיאם עם בריתות מתפוררות וסכנות שלא נראו קודם."
שודדי הקאריביים,שודדי הקאריביים 4 - זרמים זרים ↙️,https://drive.google.com/file/d/1eccmP_SuCdrsXgasSpsZd-QochpD3HKr/view?usp=drivesdk,Pirates of the Caribbean: On Stranger Tides,2011,"הרפתקאות, פנטזיה, פעולה",137,"קפטן ג'ק ספרווד יוצא למסע חדש בעקבות מעיין נעורים אלמוני שמסוגל להעניק חיי נצח. במהלך המסע הוא מתמודד עם פיראטים חדשים, ספינות אויב והרפתקאות מסוכנות בים הקריביים."
שודדי הקאריביים,שודדי הקאריביים 5 - נקמתו של סלזאר ↙️,https://drive.google.com/file/d/1FhJE0DlE_u4tlZXrIlar5_Ylx5x_wfJL/view?usp=drivesdk,Pirates of the Caribbean: Dead Men Tell No Tales,2017,"פעולה, הרפתקאות, פנטזיה",129,"קפטן ג'ק ספארו מוצא את עצמו במרדף אחרי קפטן סלזאר, שהצליח לברוח מהאבדון ומתכנן לנקום בכל שודדי הים. יחד עם צוות נאמן, ג'ק מנסה לגלות את תעלומת הקונסטליישן כדי לעצור את סלזאר ולהבטיח את הישרדותו."
בלתי נשכחים,Qbzn - בלתי נשכחים 1_2010.mp4,https://drive.google.com/file/d/1BMSNpK-UE2CslQaCr11feMn-yQCL87hR/view,Unforgettable,2010,דרמה,95,סרט דרמה המתאר את סיפוריהם האינטימיים של דמויות שנאבקות עם זיכרונות ומאורעות בלתי נשכחים מעברם. העלילה מתמקדת בקשרים האנושיים ובתהליך הריפוי האישי. הדמויות מוצאות דרכים להתמודד עם הכאב ולמצוא משמעות חדשה לחייהן.
בלתי נשכחים,Qbzn - בלתי נשכחים 2_2012.mp4,https://drive.google.com/file/d/1qG2mgos2HqrUEzIsAviCghKzAiaOA-0o/view,The Expendables 2,2012,"אקשן, מותחן, הרפתקאות",103,"חבורת לוחמים מושחזים יוצאת למשימה מסוכנת להציל חבר שנולד לסכנה. במהלך המשימה הם מתמודדים עם אויבים קשוחים ומכשולים בלתי צפויים, בניסיון להשלים את המשימה ולהישאר בחיים."
בלתי נשכחים,Qbzn - בלתי נשכחים 3_2014.mp4,https://drive.google.com/file/d/1lD5vtdspj03a4UxEcWkdtIzRxwqhcLKA/view,The Expendables 3,2014,"פעולה, הרפתקאות, אקשן",126,"הסרט ממשיך את סיפורם של צוות השכירי החרב שמתמודדים עם אתגר חדש. הפעם הם ניצבים מול אויב חזק במיוחד, שמאיים על העולם. הסרט מלא בפעולה אדרנלין וקבוצת גיבורי על שמגנים על הצדק."
בלתי נשכחים,Qbzn - בלתי נשכחים 4_2023.mp4,https://drive.google.com/file/d/1yv_tH5i99UbPhsiLjqi_91S2YXiL8Fsg/view,Unforgettable 4,2023,"פעולה, מתח",120,"ב'בלתי נשכחים 4', צוות של לוחמים מיומנים יוצאים למשימה מסוכנת להציל בני ערובה ולהילחם בארגון פשע עולמי. הסרט מתאפיין בפעולת אקשן מרתקת עם רגעים של מתח ודרמה אינטנסיבית."
יומנו של חנון,יומנו של חנון 1 ↙️,https://drive.google.com/file/d/14DnDrAwdqC9bDIJxz3Y5OOLbpn8gJdMR/view,Diary of a Wimpy Kid,2010,"קומדיה, הרפתקאות",94,"הסרט עוקב אחרי גרג הפלי, ילד חנון שמנסה לנווט את מסיבת החיים בבית הספר התיכון. דרך יומנו האישי, גרג מספק מבט מצחיק וכנה על האתגרים החברתיים והמשפחתיים שעומדים בפניו."
יומנו של חנון,יומנו של חנון 2 ↙️,https://drive.google.com/file/d/1zaNRRuNac1yxDYw6lFZRYJKoEJTd8M0b,Diary of a Wimpy Kid: Rodrick Rules,2011,"קומדיה, משפחה",99,"הסרט עוקב אחרי גרג הידלי המשתדל לשרוד את השנה השנייה בבית הספר התיכון, כאשר אחיו הגדול רודריק ממשיך להקשות עליו בדרכים מצחיקות וקשות. עם הרבה מצבים קומיים, הסרט מראה את הקשרים המשפחתיים והאתגרים שבין האחים."
יומנו של חנון,יומנו של חנון 3 ↙️,https://drive.google.com/file/d/1KkHs24hxS7_S5Ia1Caj27TsxbM12r_7I,Diary of a Wimpy Kid: Dog Days,2012,"קומדיה, משפחה",94,"גרג הפלי מבלה את הקיץ בבית בסדרה של הרפתקאות מצחיקות ומשונות, כאשר הוא מנסה ליהנות מכל רגע ולהימנע מצרות. יחד עם חבריו, הוא מתמודד עם בעיות בדרך האופיינית לו של נער מתבגר שנכנס לעולם החדש של הקיץ."
יומנו של חנון,יומנו של חנון 4 ↙️,https://drive.google.com/file/d/1OP13lF5CGNmqY9toyx_uS6VhOLpjUJwf/view,יומנו של חנון 4 ↙️,N/A,N/A,N/A,N/A
וונדר וומן,וונדר וומן 2017,https://drive.google.com/file/d/1qCiKEjR0-Hk-0a_7RtBOic98M2LV1ok0/view?usp=drivesdk,וונדר וומן 2017,N/A,N/A,N/A,N/A
וונדר וומן,וונדר וומן 1984 - 2020,https://drive.google.com/file/d/10jqJPzOrGPROJ21JUfW4SKQlBorrMK0j/view?usp=drivesdk,וונדר וומן 1984 - 2020,N/A,N/A,N/A,N/A
מהיר ועצבני,Qbzn • מהיר ועצבני 1 • 2001.mp4,https://drive.google.com/file/d/1mlJhsHHSY4Vy0iQGixvMo5KRqaOzEmpN/view,Qbzn • מהיר ועצבני 1 • 2001.mp4,N/A,N/A,N/A,N/A
מהיר ועצבני,Qbzn • מהיר ועצבני 2 • 2003.mp4,https://drive.google.com/file/d/1Q8jsVEbE1OkQ6nSCt5Cq1qpta9pune8N/view,Qbzn • מהיר ועצבני 2 • 2003.mp4,N/A,N/A,N/A,N/A
מהיר ועצבני,Qbzn • מהיר ועצבני 3 • 2006 • טוקיו דריפט .mp4,https://drive.google.com/file/d/1jxVCDOGJGqSSmE-hIc-B12yU-4ULAS6d/view,Qbzn • מהיר ועצבני 3 • 2006 • טוקיו דריפט .mp4,N/A,N/A,N/A,N/A
מהיר ועצבני,Qbzn • מהיר ועצבני 4 • 2009.mp4,https://drive.google.com/file/d/16cInLHM6W51Aw2FIYh9cdyTCCCiivyBG/view,Fast & Furious,2009,"אקשן, פשע",107,דום טורטו וחבריו מתאחדים מחדש כדי להתמודד עם אויב חדש שמאיים עליהם ועל העולם התחתון. הקרבות והמרדפים המהירים מביאים את כולם לשיא של מתח ואדרנלין. הסרט משלב אקשן מרהיב עם תעלומות ודרמה אישית.
מהיר ועצבני,Qbzn • מהיר ועצבני 5 • 2011.mp4,https://drive.google.com/file/d/1O0Bhgj5vnyWM33xOmoRAxZ163qbw8AbI/view,Fast Five,2011,"אקשן, פשע, Thriller",130,"דום טורטו וצוותו מתכנסים בריו דה ז'נרו לתכנן שוד גדול על קרטל סמים של הקברניט המקומי. במהלך המרדף והבריחה המותחים, הם מתמודדים עם המשטרה והחמושים, ויוצרים בריתות חדשות שמאתגרות את החוק והגשמת השלום."
מהיר ועצבני,Qbzn • מהיר ועצבני 6 • 2013.mp4,https://drive.google.com/file/d/1vh9Q0VIGoayRc9Pi0HaSHoLwbBO4Yy-d/view,Fast & Furious 6,2013,"פעולה, פשע, מתח",130,"דום טורטו וצוותו מתמודדים עם רשת פשע בינלאומית שמאיימת על שלום העולם. הם משתפים פעולה עם סוכנת הממשלה כדי להפסיק את האיום הגדול, אך העבר חוזר לרדוף אותם ומערכות היחסים נבחנות מחדש."
מהיר ועצבני,Qbzn • מהיר ועצבני 7 • 2015.mp4,https://drive.google.com/file/d/1UbLjLbr5yLjUEZt0PrRDrte32wZDV4SW/view,Furious 7,2015,"פעולה, אקשן",137,"הסרט ממשיך את סיפור הקבוצה המתמודדת עם איומים חדשים, כשדום תורטו וצוותו צריכים להילחם בנבל חדש שמבקש לנקום. הם מתמודדים עם מסעות מסוכנים ומשימות מרתקות שמסתיימות בנסיון להציל את האנשים האהובים עליהם."
מהיר ועצבני,Qbzn • מהיר ועצבני 8 • 2017.mp4,https://drive.google.com/file/d/1PA9S4TKKqs0IDuJcDMmYrHtV70nQ_GoM/view,The Fate of the Furious,2017,"פעולה, אקשן",136,דום טורטו חוזר לעולם הפשע ומשנה את נאמנותו לקבוצה שלו. שאר הצוות חייבים לעבוד יחד כדי לעצור אותו ולהרתיע איומים חדשים בעולם מרוץ המכוניות והפשעים. סרט אקשן מותח עם סצנות מרהיבות של מרוצים ופעולה.
מהיר ועצבני,Qbzn • מהיר ועצבני 9 • 2021.mp4,https://drive.google.com/file/d/1etoaRIEZmt7NVtpfY2bAv2CjUHXX-h-u/view,F9,2021,"אקשן, פעולה, פשע",143,"הסרט התשיעי בסדרת 'מהיר ועצבני' ממשיך לעקוב אחרי דום טורטו וצוותו במאבק נגד אויבים חדשים מהעבר. הפעם הם נלחמים באחיו של דום, שמסכן את העולם בתוכנית הרסנית במיוחד. שילוב של מירוצים מטורפים, אקשן עוצר נשימה וקשרים משפחתיים."
מהיר ועצבני,Qbzn • מהיר ועצבני X 10 • 2023.mp4,https://drive.google.com/file/d/1jw3C5R-8FBQ31SHGh0GWDv1aMWg_d0SN/view,Fast X,2023,"אקשן, פשע, דרמה",141,"בסרט העשירי בסדרת מהיר ועצבני, דום וטוקיו מתמודדים עם איום חדש שמגיע מהעבר, בעוד שהם נאבקים לשמור על משפחתם וחבריהם בטוחים. העלילה מתמקדת בקונפליקטים אישיים וקרבות מהירים ברחבי העולם."
מהיר ועצבני,Qbzn • מהיר ועצבני הובס ושואו • 2019.mp4,https://drive.google.com/file/d/1JKVzOlV_wLIrRyXReZYqzWMivSOl2mUl/view,Fast & Furious Presents: Hobbs & Shaw,2019,"פעולה, אקשן",137,"הובס ושואו, שני דמויות מרכזיות מהסדרה 'מהיר ועצבני', משתפים פעולה על מנת לעצור סוכן ביוטכנולוגי מסוכן שמאיים על העולם. הסרט משלב פעולה, מרדפים אדירים והומור מרענן."
הצעקה,חלק 1,https://drive.google.com/file/d/1eyxuPo9MAIDfPUDNfAPpt69pyeQxUFOi/view?usp=drivesdk,Part 1,2015,"פנטזיה, דרמה",95,"הסרט עוקב אחר סיפורו של צעיר שמגלה עולמות מסתוריים בתוך עצמו ובסביבתו. במהלך המסע, הוא מתמודד עם אתגרים אישיים וחברתיים שמביאים אותו להתבגרות ולהבנה עמוקה יותר על חייו."
הצעקה,חלק 2,https://drive.google.com/file/d/1DAQYbBSw2GyhZRaUs0IGAB1MRqdYRoQ2/view?usp=drivesdk,Part 2,2009,"פשע, דרמה",90,"הסרט מגולל את סיפורו של אדם שמנסה להתמודד עם ההשלכות של מעשיו בעבר ולפצח את הקשר המורכב בין משפחה ופשע. תוך כדי כך, הוא מוצא עצמו במאבק פנימי וחיצוני על הישרדות וכבוד."
הצעקה,הצעקה 2,https://drive.google.com/file/d/13stvUR8fzDjxBUVUFGbJdO6TUqCtBSNk/view?usp=drivesdk,Scream 2,1997,"אימה, מיסתורין",120,"אחרי הטראומה שחוותה בסרט הראשון, סידני פרסקט מתמודדת עוד פעם עם רצחנים מסתוריים שמתחילים לרדוף אותה שוב. הסרט ממשיך לחקור את עולם האימה והמתח כשהסכנה מתקרבת ומאיימת על חייה ושל חבריה."
הצעקה,הצעקה 3,https://drive.google.com/file/d/1l6OmZtuYHPtnLTPQseoRq504owl6_3Gs/view?usp=drivesdk,Scream 3,2000,"אימה, מותחן",113,סידני פרסקט חוזרת לעמדה כאשר רוצח סדרתי מחפש את מקורו ומטרתו בארכיון הסרטים של ההמשך ל'הצעקה'. הסרט מערב את הגיבורות בהתמודדות עם האימה והסודות שמאחורי הרציחות הקודמות.
הצעקה,הצעקה 4,https://drive.google.com/file/d/1pVXAMTjjcn806a2oUXKG9nyKvi4na7Tr/view?usp=drivesdk,Scream 4,2011,"אימה, מותחן, פשע",111,"עשר שנים לאחר סדרת הרציחות הקודמות בעיירת וודסבורו, נערה בשם סידני מגיעה חזרה הביתה ללימודים בתיכון. כאשר רציחות חדשות מתחילות להתרחש, סידני ובן משפחתה מתמודדים עם סכנה חדשה שמאיימת על כולם. הסרט ממשיך את המסורת של יצירת אימה, מתח ותעלומות סביב זהות הרוצח."
הצעקה,חלק 1,https://drive.google.com/file/d/10Favl_JcFgw4oAlS8bEXX34-RIQzvXS8/view,חלק 1,N/A,N/A,N/A,N/A
הצעקה,חלק 2,https://drive.google.com/file/d/1lQGbem9P3UKS3zjsVvFOAZ1Eoy-B-UoY/view,חלק 2,N/A,N/A,N/A,N/A
הצעקה,הצעקה 6,https://drive.google.com/file/d/1hhfdrh6GD9WIi52FXHDkMohOErxtA1DD/view?usp=drivesdk,הצעקה 6,N/A,N/A,N/A,N/A
מולאן,מולאן 1 מתורגם ↙️,https://drive.google.com/file/d/1CY40zztAmaJntC2vLIu363ASPp6ICg9x/view,מולאן 1 מתורגם ↙️,N/A,N/A,N/A,N/A
מולאן,מולאן 1 מדובב ↙️,https://drive.google.com/file/d/1O_4K5HUVAYIq8J6vaX2lYQzcJIdB_nlF/view,מולאן 1 מדובב ↙️,N/A,N/A,N/A,N/A
מולאן,מולאן 2 מתורגם ↙️,https://drive.google.com/file/d/1WNiMDpxDZUKQG2SPcwNBnt17Zg7ELWSE/view,מולאן 2 מתורגם ↙️,N/A,N/A,N/A,N/A
מולאן,מולאן 2 מדובב ↙️,https://drive.google.com/file/d/1BnJMCAwhmkvU7uTdGQqpLHm26E8sjNph/view,מולאן 2 מדובב ↙️,N/A,N/A,N/A,N/A
מולאן,מולאן 2020 מתורגם ↙️,https://drive.google.com/file/d/1Z8YWTJFXhNZRo_bqoDfGrnBz9K0qP5rM/view,Mulan,2020,"פעולה, דרמה, פנטזיה",115,"סרט פעולה ופנטזיה המבוסס על אגדת הילדה הסינית מולאן שלוקחת את מקומה של אביה הלוחם בצבא, ובכך מצילה את משפחתה ואת ארצה. במהלך מסעה, היא מתמודדת עם אתגרים רבים ולומדת על אומץ, נאמנות ועוצמה פנימית."
הדרקון הראשון שלי,הדרקון הראשון שלי 1,https://drive.google.com/file/d/12upsdKcDnq72dwxDXdZKyH-EJNYjjH2t/view?usp=drivesdk,How to Train Your Dragon,2010,"הרפתקאות, אנימציה, פנטזיה",98,"על רקע עולם ויקינגי, נער צעיר בשם היט חושש מהלחימה בדרקונים אך מחליט לאמן דרקון פצוע כחבר בלתי צפוי. הקשר ביניהם משנה את ההסתכלות של אנשי הכפר על הדרקונים ומוביל לשינוי גדול בקהילה."
הדרקון הראשון שלי,הדרקון הראשון שלי 2,https://drive.google.com/file/d/1TAfbE6QVun2jmbHAOG5nNpNlFw-At2ed,How to Train Your Dragon 2,2014,"אנימציה, הרפתקאות, פנטזיה",102,"שנתיים לאחר אירועי הסרט הראשון, היקום של איקריק מתרחב כשהוא מגלה דרקונים חדשים ועולמות חדשים. בזמן שהוא מנסה להגן על שלוותו ועל מורשתו כסוס הדרקונים, מתעוררת איום חדש שמאיים על כל מה שהוא אוהב."
הדרקון הראשון שלי,הדרקון הראשון שלי 3,https://drive.google.com/file/d/1Gx5o5rWdUxx64BFBRZKhZqfdRgOQ9D4G,How to Train Your Dragon: The Hidden World,2019,"אנימציה, הרפתקאות, פנטזיה",104,"היקאפ ואושר נהנים מהשלום באי שלהם כשהם מגלים מקום מסתור קסום של דרקונים. כאשר סכנה חדשה מאיימת על העולם שלהם, היקאפ חייב למצוא דרך להגן על האהובים עליו ולפתח את הקשר בין בני האדם לדרקונים."
הדרקון הראשון שלי,הדרקון הראשון שלי,https://drive.google.com/file/d/1QyTgsRskPYSoXpmkRuAWeqc00yDGZ4jo/view?usp=drivesdk,Pete's Dragon,2016,"פנטזיה, הרפתקאות, משפחה",103,"סיפורו של ילד יתום בשם פיט שגדל ביער עם הדרקון הידידותי שלו, אליאוט. יחד הם מתמודדים עם סכנות ועם ניסיון למצוא בית חדש ואהבה אמיתית."
קראטה קיד,קראטה קיד 1 1982 ↙️,https://drive.google.com/file/d/1fHwZohhyGsvdbGUFhXcGDr-qTTTi4v1o/view?usp=drivesdk,The Karate Kid,1984,"פשע, דרמה, משפחה",126,"נער בשם דניאל מיוז מתמודד עם בריונות בבית הספר ומוצא מורה ומנטור לא שגרתי באומנויות הלחימה שיעזור לו להתגבר על האתגרים. במהלך האימונים, הוא לומד לא רק לקראטה אלא גם ערכים של כבוד והתמדה. לקראת תחרות הקראטה החשובה, דניאל מתמודד עם היריב הכי קשה שלו."
קראטה קיד,קראטה קיד 2 1986 ↙️,https://drive.google.com/file/d/1l2EhZKatdKOg4awy06MaIklyO4tsmUc0/view?usp=drivesdk,The Karate Kid Part II,1986,"דרמה, אקשן, ספורט",113,"דניאל וסנסיי מיאגי נוסעים ליפן כדי לעזור למשפחה של מיאגי בזמן משבר. במהלך שהותם, דניאל מתמודד עם אויב חדש ולומד שיעורים חשובים על כבוד, אומץ וחברות."
קראטה קיד,קראטה קיד 3 1989 ↙️,https://drive.google.com/file/d/1WI7iTFkFOuKQAMBbSsQ4wne7_dP5jYcW/view?usp=drivesdk,The Karate Kid Part III,1989,"דרמה, אקשן, ספורט",111,"דניאל לארסון ופוג'י מאסטר נשארים יחד אחרי אירועים קודמים, אך אויב ותיק עולה על מפתן ביתם כשהוא מבקש נקמה. דניאל מתמודד עם ניסיונות להלהיב אותו מהדרך שלו, וצריך למצוא את הכוח הפנימי להתגבר על האתגרים החדשים."
קראטה קיד,קראטה קיד 4 1994 ↙️,https://drive.google.com/file/d/1Fr6dzO2Efgky_6wbvMI5bxjETSANNnY9/view?usp=drivesdk,The Next Karate Kid,1994,"דרמה, אקשן",111,"הסרט עוקב אחרי דניאל לסטריין והאמן הקראטה מיסטר מיאגי כשהם מלמדים נערה בשם ג'ולי קונור להתמודד עם קשיים אישיים באמצעות אומנות הלחימה קראטה. ג'ולי מתמודדת עם בריונות וקשיים בבית הספר, ומסורת הקראטה עוזרת לה למצוא כוח פנימי ושקט נפשי."
קראטה קיד,קראטה קיד 5 2010 ↙️,https://drive.google.com/file/d/1XZmY2lOkeKOvyFnN9gs8_G141j_ht9k_/view?usp=drivesdk,The Karate Kid,2010,"אגעולה, דרמה, משפחה",140,"נער בשם דרו מגיע לסין עם אמו ומתחיל ללמוד קראטה כדי להגן על עצמו מפני בוזקים בבית הספר. בעזרת מאמנו החכם, הוא לומד לא רק את טכניקות הלחימה אלא גם ערכים של כבוד, משמעת ועצמאות. בסופו של דבר, דרו משתתף בטורניר הקראטה המרכזי כדי להוכיח את עצמו."
מלחמת הכוכבים,מלחמת הכוכבים 1: אימת הפנטום,https://drive.google.com/file/d/1fDGorLeWhv52EB6xuNNWYc0F4h6iW_Zn/view?usp=drivesdk,Star Wars: Episode I – The Phantom Menace,1999,"מדע בדיוני, פנטזיה, פעולה",136,"הסרט עוקב אחרי אבירי הג'דיי קנו ג'ין ואובי-ואן קנובי שנשלחים להציל את מלכת נאבודיה ולחשוף קונספירציה שמאיימת על הגלקסיה. במהלך המסע הם פוגשים בילד טאלון בשם אנאקין סקייווקר, שלוקח חלק מרכזי במאבק בין הכוחות הטובים לרעים."
מלחמת הכוכבים,מלחמת הכוכבים 2: מתקפת המשובטים,https://drive.google.com/file/d/1r6N7pL27cwhVyPbFOREfNPcfMQd-R0CE/view?usp=drivesdk,Star Wars: Episode II – Attack of the Clones,2002,"מדע בדיוני, הרפתקאות, פעולה",142,"בהמשך לגלקסיה רחוקה, אני מתקדם עם התדרדרות המרד של הסנאט והאיום של הקלונאים של דייזי. ג'דיי אובי וואן קנובי ואנאקין סקייווקר מחפשים את האמת מאחורי מסתורין שמסכן את הגלקסיה."
מלחמת הכוכבים,מלחמת הכוכבים 3: נקמת הסית’,https://drive.google.com/file/d/181Fp1HcE1PAn0ZCH0ZsVxXUAxHeVaIwn/view?usp=drivesdk,Star Wars: Episode III – Revenge of the Sith,2005,"מדע בדיוני, פעולה, פנטזיה",140,"הסרט מתאר את האירועים שמבשרים את סוף הרפובליקה הגלקטית ועליית אימפריית הגלקסיה. אנאקין סקייווקר נמשך לצד האפל ונהפך ללורד סית׳ דארת׳ ויידר, בזמן שחבריו לג'דיי נאבקים להציל את הגלקסיה מהשמדות impending."
מלחמת הכוכבים,מלחמת הכוכבים 4: תקווה חדשה,https://drive.google.com/open?id=1B4E5TFUZZNgktzunipsdnT-AhQIB9BKv,מלחמת הכוכבים 4: תקווה חדשה,N/A,N/A,N/A,N/A
מלחמת הכוכבים,מלחמת הכוכבים 5: האימפריה מכה שנית,https://drive.google.com/file/d/1B34-bdRUxKDsovwPPYMCzPdyl0yMJ-O4/view?usp=drivesdk,מלחמת הכוכבים 5: האימפריה מכה שנית,N/A,N/A,N/A,N/A
מלחמת הכוכבים,מלחמת הכוכבים 6: שובו של הג’דיי,https://drive.google.com/file/d/1r9D91yWs1b2DxOOvww2qS3WE6ejPk1zD/view?usp=drivesdk,מלחמת הכוכבים 6: שובו של הג’דיי,N/A,N/A,N/A,N/A
מלחמת הכוכבים,מלחמת הכוכבים 7: הכוח מתעורר,https://drive.google.com/file/d/13iIc7zyvWV4fTbglf3cPzxpnEsoSbIpg/view?usp=drivesdk,מלחמת הכוכבים 7: הכוח מתעורר,N/A,N/A,N/A,N/A
מלחמת הכוכבים,מלחמת הכוכבים 8: אחרוני הג’דיי,https://drive.google.com/file/d/15ldh2-3S47Vd9ML09XZiVnPNa4993o_Z/view?usp=drivesdk,מלחמת הכוכבים 8: אחרוני הג’דיי,N/A,N/A,N/A,N/A
מלחמת הכוכבים,מלחמת הכוכבים 9: עלייתו של סקייווקר,https://drive.google.com/file/d/140j8-AD_Q40O29o00uAyHHsgd7zZFzY5/view?usp=drivesdk,מלחמת הכוכבים 9: עלייתו של סקייווקר,N/A,N/A,N/A,N/A
רובוטריקים,רובוטריקים 1,https://drive.google.com/file/d/1oj2puwyzYMuKUFwi_b0mBASiar7tQ42I/view,Transformers,2007,"מדע בדיוני, פעולה, הרפתקאות",144,"סיפור על מלחמה בין שתי גזעים של רובוטים חייזריים, האוטובוטים והדיספטיקונים, שנוחתים על כדור הארץ ומובילים למאבק אסטרטגי ומסוכן. צעיר נבחר לשתף פעולה עם האוטובוטים כדי להציל את העולם מהשמדה. הסרט מלא באפקטים מיוחדים קרבות מרהיבים והרפתקאות מותחות."
רובוטריקים,רובוטריקים 2,https://drive.google.com/file/d/1w8yJJtOZAv3a2atKWftM_kQ3RCjDyuMQ/view,Transformers: Revenge of the Fallen,2009,"מדע בדיוני, פעולה",150,"הסרט ממשיך את סיפורם של רובוטריקים הקרביים, כשהם מתמודדים עם איום חדש ומסוכן מהעבר. צוות הגיבורים חייב לאחד כוחות כדי למנוע השמדת כוכב הלכת. הסרט משלב אפקטים מרהיבים עם עלילה מותחת."
רובוטריקים,רובוטריקים 3,https://drive.google.com/file/d/1mmgPkTuWqGUg1AL51GO4nFpws1tIGp7N/view,Transformers: Dark of the Moon,2011,"מדע בדיוני, פעולה",154,"בפרק השלישי בסדרת 'רובוטריקים', האנושות מתמודדת עם סכנה גדולה כשהרובוטריקים מגלים סוד מסעיר על הירח שיכול לשנות את מהלך המלחמה בינם לבין הדספטיקונים. הסיפור ממלא באקשן ומותח כאשר הגיבורים נאבקים להציל את כדור הארץ מהשמדה."
