עוזרת הבית | ז'אנר: דרמה, מותחן, מסתורין | שנת יציאה: 2025 | אורך סרט: 133 דקות | תקציר: מותחן סוחף, בכיכובן של סינדי סוויני ואמנדה סייפריד, המבוסס על רב המכר הבינלאומי. הסרט מוביל את הצופים אל עולם מעוות שבו השלמות היא רק אשליה ושום דבר אינו כפי שהוא נראה. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1eFBKdEuoVGi7mUyH_SL2jcwo-dmJeG41
עידן הקרח 5 - מסלול התנגשות | ז'אנר: אנימציה, הרפתקאות, קומדיה | שנת יציאה: 2016 | אורך סרט: 94 דקות | תקציר: החבורה מגלה כי אסטרואיד מתקרב לכדור הארץ, והם יוצאים למסע כדי להציל את העולם. | קישור לדרייב: https://drive.google.com/uc?export=download&id=13dAuAVZFBq5-zoIdUPVe6iRYIoEwv6kM

אקס מן 1 - אקס מן | ז'אנר: אקשן, מדע בדיוני, פנטזיה | שנת יציאה: 2000 | אורך סרט: 104 דקות | תקציר: המוטנטים, בעלי כוחות על, נאבקים להשתלב בחברה, אך קבוצה בראשות מגנטו מאיימת להכריז מלחמה על בני האדם. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1OuVv421PmQ8yY5TQHySFnj3iID3FC58F

אקס מן 2 - המאוחדים | ז'אנר: פעולה, מדע בדיוני, פנטזיה | שנת יציאה: 2003 | אורך סרט: 134 דקות | תקציר: אקס מן מתאחדים כדי להתמודד עם איום חדש, חייל המאיים על העתיד של המוטנטים ובני האדם. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1ALEH5JgxI4NekzK_M1wBg0haZZA0UMlE

אקס מן 3 - המפלט האחרון | ז'אנר: מדע בדיוני, פעולה, הרפתקאות | שנת יציאה: 2006 | אורך סרט: 104 דקות | תקציר: גילוי של תרופה המבטלת כוחות מוטנטיים מעורר מלחמה בין המוטנטים, ומוביל לקרב סופי. | קישור לדרייב: https://drive.google.com/uc?export=download&id=11PpGiZ_WalYJWxsIrR2aF-GvuFiBSgKC

אקס מן 4 - מקור: וולברין | ז'אנר: פעולה, מדע בדיוני, הרפתקאות | שנת יציאה: 2009 | אורך סרט: 107 דקות | תקציר: סיפורו של לוגאן וולברין, מסעו לגילוי עצמו ומקור כוחותיו. | קישור לדרייב: https://drive.google.com/uc?export=download&id=165FEQF9wPESl7hvDuMPxv43r-KaGVBts

אקס מן 5 - ההתחלה | ז'אנר: מדע בדיוני, אקשן, הרפתקאות | שנת יציאה: 2011 | אורך סרט: 132 דקות | תקציר: סיפור מקורם של צ'ארלס קסבייר ואריק למפרט, שותפותם והפיכתם לצ'ארלס ולמגנטו. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1mTsNU8QsLVFNkGaW7lv_Zduze46GpjS1

אקס מן 6 - העתיד שהיה | ז'אנר: פעולה, מדע בדיוני, הרפתקאות | שנת יציאה: 2014 | אורך סרט: 132 דקות | תקציר: וולברין חוזר בזמן כדי לשנות את העבר ולהציל את המוטנטים מהשמדה. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1k49I2iTd77yHF5IjAXEepCgw6dZVL6_7

אקס מן 7 - דדפול | ז'אנר: פעולה, קומדיה, מדע בדיוני | שנת יציאה: 2016 | אורך סרט: 108 דקות | תקציר: וייד וילסון, הלוחם וההומוריסט, הופך לדדפול כחלק מניסוי. | קישור לדרייב: https://drive.google.com/uc?export=download&id=193eUJx5Gnt_jDxVwEKprV8F9M-jlYbOV

אקס מן 8 - אפוקליפסה | ז'אנר: פעולה, מדע בדיוני, הרפתקאות | שנת יציאה: 2016 | אורך סרט: 144 דקות | תקציר: המוטנטים הראשונים, כולל אפוקליפסה, מתעוררים לאיים על העולם, וצוות האקס מן חייב לעצור אותו. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1nanazuyc7V8TbqA_HvYGMpAWsIaS8V89

אלוף ללא עוררין 1 | ז'אנר: אקשן, דרמה, ספורט | שנת יציאה: 2002 | אורך סרט: 96 דקות | תקציר: אסיר בעברו הופך לאלוף עולם באגרוף, ונלחם נגד האלוף המכהן. | קישור לדרייב: https://drive.google.com/uc?export=download&id=12Rv2EPZq2KvuDis4Vw7_zaLXChQGfUQm

אלוף ללא עוררין 2 | ז'אנר: אקשן, דרמה, ספורט | שנת יציאה: 2006 | אורך סרט: 98 דקות | תקציר: ג'ורג' צ'יימברס, אסיר לשעבר, חוזר לזירה לאחר שחרורו. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1XbVf07zc4ai5GWhmqMYmYjRui8S5N88p

אלוף ללא עוררין 3 | ז'אנר: אקשן, דרמה, ספורט | שנת יציאה: 2010 | אורך סרט: 100 דקות | תקציר: הקרב המכריע בין ג'ורג' צ'יימברס לאויבו החדש. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1LOwcE6eB_XwNkduqOFaC2iJ-N7VfIoba

אלוף ללא עוררין 4 | ז'אנר: אקשן, דרמה, ספורט | שנת יציאה: 2013 | אורך סרט: 105 דקות | תקציר: ג'ורג' צ'יימברס מתמודד עם אלוף צעיר וחזק יותר. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1yvyIBmzQtaUAJsfxhbuQeb3DCmKH5kkM

שודדי הקאריביים 1 - קללת הפנינה השחורה | ז'אנר: פעולה, הרפתקאות, פנטזיה | שנת יציאה: 2003 | אורך סרט: 143 דקות | תקציר: קפטן ג'ק ספארו יוצא להרפתקה כדי להחזיר את ספינתו, הפנינה השחורה, ולהציל את אהובתו, תוך התמודדות עם פיראטים מקוללים. | קישור לדרייב: https://drive.google.com/uc?export=download&id=18N0CcCpTFKxPddwA42f_wVupZoKwL9l0

שודדי הקאריביים 2 - תיבה של איש מת | ז'אנר: פעולה, הרפתקאות, פנטזיה | שנת יציאה: 2006 | אורך סרט: 151 דקות | תקציר: ג'ק ספארו מחפש את תיבת לבו של דייווי ג'ונס כדי להימנע מחוב ישן. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1KP3bJUZJOG61oa8QbOwss4Vqj-gbpefi

שודדי הקאריביים 3 - סוף העולם | ז'אנר: הרפתקאות, פעולה, פנטזיה | שנת יציאה: 2007 | אורך סרט: 169 דקות | תקציר: ג'ק ספארו נלכד בעולם המתים, וחבריו יוצאים להצילו לפני שהצי המלכותי משמיד את כל הפיראטים. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1MZ6hwwgA1o0YnjlZzY5t35HsidmjOCfP

שודדי הקאריביים 4 - זרמים זרים | ז'אנר: הרפתקאות, פנטזיה, פעולה | שנת יציאה: 2011 | אורך סרט: 137 דקות | תקציר: ג'ק ספארו יוצא לחפש את מעיין הנעורים, ומתמודד עם פיראטים, ספינות מלחמה וסודות נסתרים. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1eccmP_SuCdrsXgasSpsZd-QochpD3HKr

שודדי הקאריביים 5 - סיפורי עבר | ז'אנר: פעולה, הרפתקאות, פנטזיה | שנת יציאה: 2017 | אורך סרט: 129 דקות | תקציר: ג'ק ספארו מחפש את החנית של פוסידון כדי להביס את אויבו הישן, קפטן סלזאר. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1FhJE0DlE_u4tlZXrIlar5_Ylx5x_wfJL

בלתי נשכחים 1 - המנצחים | ז'אנר: אקשן, מותחן, הרפתקאות | שנת יציאה: 2010 | אורך סרט: 103 דקות | תקציר: חבורת שכירי חרב יוצאים למשימה מסוכנת להפיל דיקטטור בעל ארסנל נשק ביולוגי. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1qG2mgos2HqrUEzIsAviCghKzAiaOA-0o

בלתי נשכחים 2 - המנצחים 2 | ז'אנר: אקשן, מותחן, הרפתקאות | שנת יציאה: 2012 | אורך סרט: 103 דקות | תקציר: החבורה יוצאת למשימה חדשה, כנגד סוחר נשק המאיים על העולם. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1BMSNpK-UE2CslQaCr11feMn-yQCL87hR

בלתי נשכחים 3 - המנצחים 3 | ז'אנר: פעולה, הרפתקאות, אקשן | שנת יציאה: 2014 | אורך סרט: 126 דקות | תקציר: צוות המנצחים מתמודד מול אויב מסוכן במיוחד, תוך כדי גיוס כוחות חדשים. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1lD5vtdspj03a4UxEcWkdtIzRxwqhcLKA

בלתי נשכחים 4 | ז'אנר: פעולה, מתח | שנת יציאה: 2023 | אורך סרט: 120 דקות | תקציר: צוות השכירי חרב יוצא למשימה להציל בני ערובה ולהלחם בארגון פשע עולמי. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1yv_tH5i99UbPhsiLjqi_91S2YXiL8Fsg

יומנו של חנון 1 | ז'אנר: קומדיה, הרפתקאות | שנת יציאה: 2010 | אורך סרט: 94 דקות | תקציר: גרג הפלי מתמודד עם אתגרי חטיבת הביניים, תוך שהוא מתעד את הרפתקאותיו ביומן שלו. | קישור לדרייב: https://drive.google.com/uc?export=download&id=14DnDrAwdqC9bDIJxz3Y5OOLbpn8gJdMR

יומנו של חנון 2 - חוקי רודריק | ז'אנר: קומדיה, משפחה | שנת יציאה: 2011 | אורך סרט: 99 דקות | תקציר: גרג מנסה לשרוד את השנה השנייה בחטיבת הביניים, תוך התמודדות עם אחיו הגדול רודריק. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1zaNRRuNac1yxDYw6lFZRYJKoEJTd8M0b

יומנו של חנון 3 - קיץ של כלום | ז'אנר: קומדיה, משפחה | שנת יציאה: 2012 | אורך סרט: 94 דקות | תקציר: הקיץ של גרג הופך להרפתקה של מצבים מביכים, חברויות חדשות ושיעורי חיים. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1KkHs24hxS7_S5Ia1Caj27TsxbM12r_7I

יומנו של חנון 4 - החופשה הגדולה | ז'אנר: קומדיה, משפחה | שנת יציאה: 2017 | אורך סרט: 91 דקות | תקציר: גרג ומשפחתו יוצאים לחופשה, אך הדברים משתבשים ומתפתחים לסדרה של הרפתקאות מצחיקות. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1OP13lF5CGNmqY9toyx_uS6VhOLpjUJwf

וונדר וומן 1 | ז'אנר: פעולה, פנטזיה, הרפתקאות | שנת יציאה: 2017 | אורך סרט: 141 דקות | תקציר: דיאנה, נסיכת האמזונות, יוצאת לעולם האנושי כדי להפסיק את מלחמת העולם הראשונה, ומגלה את כוחותיה האמיתיים. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1qCiKEjR0-Hk-0a_7RtBOic98M2LV1ok0

וונדר וומן 2 - 1984 | ז'אנר: פעולה, פנטזיה, הרפתקאות | שנת יציאה: 2020 | אורך סרט: 151 דקות | תקציר: דיאנה מתמודדת עם אויב חדש בשנות ה-80, המאיים להרוס את העולם. | קישור לדרייב: https://drive.google.com/uc?export=download&id=10jqJPzOrGPROJ21JUfW4SKQlBorrMK0j

מהיר ועצבני 1 | ז'אנר: אקשן, פשע, מותחן | שנת יציאה: 2001 | אורך סרט: 106 דקות | תקציר: דום טורטו, מוביל מרוצי רחוב, מנהל רומן אסור עם שוטרת סמויה. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1mlJhsHHSY4Vy0iQGixvMo5KRqaOzEmpN

מהיר ועצבני 2 - מהיר ועצבני 2 | ז'אנר: אקשן, פשע, מותחן | שנת יציאה: 2003 | אורך סרט: 107 דקות | תקציר: בריאן אוקונר יוצר ברית עם חברו רומן פירס כדי לחדור לארגון פשע. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1Q8jsVEbE1OkQ6nSCt5Cq1qpta9pune8N

מהיר ועצבני 3 - טוקיו דריפט | ז'אנר: אקשן, פשע, מותחן | שנת יציאה: 2006 | אורך סרט: 104 דקות | תקציר: שון בוסוול עובר לטוקיו ומגלה את עולם מרוצי הדריפט. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1jxVCDOGJGqSSmE-hIc-B12yU-4ULAS6d

מהיר ועצבני 4 | ז'אנר: אקשן, פשע, מותחן | שנת יציאה: 2009 | אורך סרט: 107 דקות | תקציר: דום טורטו חוזר לפעולה, נקמה על מות אהובתו. | קישור לדרייב: https://drive.google.com/uc?export=download&id=16cInLHM6W51Aw2FIYh9cdyTCCCiivyBG

מהיר ועצבני 5 | ז'אנר: אקשן, פשע, מותחן | שנת יציאה: 2011 | אורך סרט: 130 דקות | תקציר: דום וצוותו יוצאים לשוד גדול בריו דה ז'נרו. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1O0Bhgj5vnyWM33xOmoRAxZ163qbw8AbI

מהיר ועצבני 6 | ז'אנר: אקשן, פשע, מותחן | שנת יציאה: 2013 | אורך סרט: 130 דקות | תקציר: דום וצוותו מסייעים לממשלה לעצור רשת פשע עולמית. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1vh9Q0VIGoayRc9Pi0HaSHoLwbBO4Yy-d

מהיר ועצבני 7 | ז'אנר: אקשן, פשע, מותחן | שנת יציאה: 2015 | אורך סרט: 137 דקות | תקציר: דום וצוותו יוצאים למאבק נגד אויב חדש. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1UbLjLbr5yLjUEZt0PrRDrte32wZDV4SW

מהיר ועצבני 8 | ז'אנר: אקשן, פשע, מותחן | שנת יציאה: 2017 | אורך סרט: 136 דקות | תקציר: דום בוגד בקבוצתו, והם חייבים לעצור אותו. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1PA9S4TKKqs0IDuJcDMmYrHtV70nQ_GoM

מהיר ועצבני 9 | ז'אנר: אקשן, פשע, מותחן | שנת יציאה: 2021 | אורך סרט: 143 דקות | תקציר: דום מתמודד מול אחיו הנפרד. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1etoaRIEZmt7NVtpfY2bAv2CjUHXX-h-u

מהיר ועצבני 10 | ז'אנר: אקשן, פשע, דרמה | שנת יציאה: 2023 | אורך סרט: 141 דקות | תקציר: הסרט העשירי בסדרה, דום נלחם באויב מהעבר. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1jw3C5R-8FBQ31SHGh0GWDv1aMWg_d0SN

מהיר ועצבני - הובס ושואו | ז'אנר: אקשן, מותחן | שנת יציאה: 2019 | אורך סרט: 137 דקות | תקציר: הובס ושואו משתפים פעולה כדי לעצור סוכן ביוטכנולוגי מסוכן. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1JKVzOlV_wLIrRyXReZYqzWMivSOl2mUl

הצעקה 1 | ז'אנר: אימה, מותחן | שנת יציאה: 1996 | אורך סרט: 111 דקות | תקציר: רוצח במסכה טרוריסטי תוקף בני נוער בעיירה, וסידני מנסה לזהות את הרוצח. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1eyxuPo9MAIDfPUDNfAPpt69pyeQxUFOi

הצעקה 2 | ז'אנר: אימה, מותחן | שנת יציאה: 1997 | אורך סרט: 120 דקות | תקציר: סידני פרסקט מתמודדת עם גל רציחות חדש בקולג'. | קישור לדרייב: https://drive.google.com/uc?export=download&id=13stvUR8fzDjxBUVUFGbJdO6TUqCtBSNk

הצעקה 3 | ז'אנר: אימה, מותחן | שנת יציאה: 2000 | אורך סרט: 113 דקות | תקציר: סידני חוזרת להתמודד עם רוצח חדש. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1l6OmZtuYHPtnLTPQseoRq504owl6_3Gs

הצעקה 4 | ז'אנר: אימה, מותחן | שנת יציאה: 2011 | אורך סרט: 111 דקות | תקציר: סידני חוזרת לעיר הולדתה, והרציחות מתחילות שוב. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1pVXAMTjjcn806a2oUXKG9nyKvi4na7Tr

הצעקה 5 | ז'אנר: אימה, מותחן | שנת יציאה: 2022 | אורך סרט: 114 דקות | תקציר: דור חדש חוזר לעיר וודסבורו, והרוצח חוזר. | קישור לדרייב: https://drive.google.com/uc?export=download&id=10Favl_JcFgw4oAlS8bEXX34-RIQzvXS8

הצעקה 6 | ז'אנר: אימה, מותחן | שנת יציאה: 2023 | אורך סרט: 122 דקות | תקציר: סידני פרסקט נאבקת באויב חדש בעיר ניו יורק. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1hhfdrh6GD9WIi52FXHDkMohOErxtA1DD

מולאן 1 - מולאן | ז'אנר: אנימציה, הרפתקאות, משפחה | שנת יציאה: 1998 | אורך סרט: 88 דקות | תקציר: מולאן מתחפשת לגבר כדי לשרת במקום אביה בצבא הסיני. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1CY40zztAmaJntC2vLIu363ASPp6ICg9x

מולאן 2 | ז'אנר: פעולה, דרמה, פנטזיה | שנת יציאה: 2020 | אורך סרט: 115 דקות | תקציר: מולאן מצטרפת לצבא הסיני. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1Z8YWTJFXhNZRo_bqoDfGrnBz9K0qP5rM

הדרקון הראשון שלי 1 - הדרקון הראשון שלי | ז'אנר: אנימציה, הרפתקאות, פנטזיה | שנת יציאה: 2010 | אורך סרט: 98 דקות | תקציר: היקאפ, ויקינג, מאמן דרקון פצוע. | קישור לדרייב: https://drive.google.com/uc?export=download&id=12upsdKcDnq72dwxDXdZKyH-EJNYjjH2t

הדרקון הראשון שלי 2 | ז'אנר: אנימציה, הרפתקאות, פנטזיה | שנת יציאה: 2014 | אורך סרט: 102 דקות | תקציר: היקאפ מגלה את עולם הדרקונים. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1TAfbE6QVun2jmbHAOG5nNpNlFw-At2ed

הדרקון הראשון שלי 3 - העולם הנסתר | ז'אנר: אנימציה, הרפתקאות, פנטזיה | שנת יציאה: 2019 | אורך סרט: 104 דקות | תקציר: היקאפ מוצא את מקום המסתור של הדרקונים. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1Gx5o5rWdUxx64BFBRZKhZqfdRgOQ9D4G

קראטה קיד 1 | ז'אנר: דרמה, אקשן, ספורט | שנת יציאה: 1984 | אורך סרט: 126 דקות | תקציר: דניאל לומד קראטה ממיאגי. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1fHwZohhyGsvdbGUFhXcGDr-qTTTi4v1o

קראטה קיד 2 | ז'אנר: דרמה, אקשן, ספורט | שנת יציאה: 1986 | אורך סרט: 113 דקות | תקציר: דניאל ומיאגי נוסעים ליפן. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1l2EhZKatdKOg4awy06MaIklyO4tsmUc0

קראטה קיד 3 | ז'אנר: דרמה, אקשן, ספורט | שנת יציאה: 1989 | אורך סרט: 111 דקות | תקציר: דניאל מתמודד עם אויב חדש. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1WI7iTFkFOuKQAMBbSsQ4wne7_dP5jYcW

קראטה קיד 4 | ז'אנר: דרמה, אקשן | שנת יציאה: 1994 | אורך סרט: 111 דקות | תקציר: דניאל מלמד קראטה נערה צעירה. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1Fr6dzO2Efgky_6wbvMI5bxjETSANNnY9

קראטה קיד 5 | ז'אנר: דרמה, אקשן, משפחה | שנת יציאה: 2010 | אורך סרט: 140 דקות | תקציר: דרו לומד קראטה כדי להגן על עצמו מפני בריונים. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1XZmY2lOkeKOvyFnN9gs8_G141j_ht9k_

מלחמת הכוכבים 1 - האיום הפאנטום | ז'אנר: מדע בדיוני, פנטזיה, פעולה | שנת יציאה: 1999 | אורך סרט: 136 דקות | תקציר: הג'דיי מנסים להגן על המלכה. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1fDGorLeWhv52EB6xuNNWYc0F4h6iW_Zn

מלחמת הכוכבים 2 - מתקפת המשובטים | ז'אנר: מדע בדיוני, הרפתקאות, פעולה | שנת יציאה: 2002 | אורך סרט: 142 דקות | תקציר: המלחמה מתחילה, אנאקין הופך לאביר ג'דיי. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1r6N7pL27cwhVyPbFOREfNPcfMQd-R0CE

מלחמת הכוכבים 3 - נקמת הסית' | ז'אנר: מדע בדיוני, פעולה, פנטזיה | שנת יציאה: 2005 | אורך סרט: 140 דקות | תקציר: אנאקין הופך לדארת' ויידר. | קישור לדרייב: https://drive.google.com/uc?export=download&id=181Fp1HcE1PAn0ZCH0ZsVxXUAxHeVaIwn

מלחמת הכוכבים 4 - תקווה חדשה | ז'אנר: מדע בדיוני, פעולה, הרפתקאות | שנת יציאה: 1977 | אורך סרט: 121 דקות | תקציר: לוק סקייווקר מצטרף למורדים. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1B4E5TFUZZNgktzunipsdnT-AhQIB9BKv

מלחמת הכוכבים 5 - האימפריה מכה שנית | ז'אנר: מדע בדיוני, פעולה, הרפתקאות | שנת יציאה: 1980 | אורך סרט: 124 דקות | תקציר: לוק מתאמן עם יודה. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1B34-bdRUxKDsovwPPYMCzPdyl0yMJ-O4

מלחמת הכוכבים 6 - שובו של הג'דיי | ז'אנר: מדע בדיוני, פעולה, הרפתקאות | שנת יציאה: 1983 | אורך סרט: 131 דקות | תקציר: הקרב האחרון נגד האימפריה. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1r9D91yWs1b2DxOOvww2qS3WE6ejPk1zD

מלחמת הכוכבים 7 - הכוח מתעורר | ז'אנר: מדע בדיוני, פעולה, הרפתקאות | שנת יציאה: 2015 | אורך סרט: 135 דקות | תקציר: דור חדש של גיבורים. | קישור לדרייב: https://drive.google.com/uc?export=download&id=13iIc7zyvWV4fTbglf3cPzxpnEsoSbIpg

מלחמת הכוכבים 8 - אחרוני הג'דיי | ז'אנר: מדע בדיוני, פעולה, הרפתקאות | שנת יציאה: 2017 | אורך סרט: 152 דקות | תקציר: רעי חדש. | קישור לדרייב: https://drive.google.com/uc?export=download&id=15ldh2-3S47Vd9ML09XZiVnPNa4993o_Z

מלחמת הכוכבים 9 - עלייתו של סקייווקר | ז'אנר: מדע בדיוני, פעולה, הרפתקאות | שנת יציאה: 2019 | אורך סרט: 142 דקות | תקציר: הסיום של הסאגה. | קישור לדרייב: https://drive.google.com/uc?export=download&id=140j8-AD_Q40O29o00uAyHHsgd7zZFzY5

רובוטריקים | ז'אנר: מדע בדיוני, פעולה, הרפתקאות | שנת יציאה: 2007 | אורך סרט: 144 דקות | תקציר: מלחמת הרובוטריקים מגיעה לכדור הארץ. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1oj2puwyzYMuKUFwi_b0mBASiar7tQ42I

רובוטריקים 2 - הנקמה | ז'אנר: מדע בדיוני, פעולה | שנת יציאה: 2009 | אורך סרט: 150 דקות | תקציר: נקמת האוטובוטים. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1w8yJJtOZAv3a2atKWftM_kQ3RCjDyuMQ

רובוטריקים 3 - אפלת הירח | ז'אנר: מדע בדיוני, פעולה | שנת יציאה: 2011 | אורך סרט: 154 דקות | תקציר: סוד על הירח. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1mmgPkTuWqGUg1AL51GO4nFpws1tIGp7N

רובוטריקים 4 - עידן ההכחדה | ז'אנר: פעולה, מדע בדיוני, הרפתקאות | שנת יציאה: 2014 | אורך סרט: 165 דקות | תקציר: קרב חדש. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1U4JtztixsIdFJhHNg61mUrCKkdwCc_Tk

רובוטריקים 5 - האביר האחרון | ז'אנר: מדע בדיוני, פעולה | שנת יציאה: 2017 | אורך סרט: 154 דקות | תקציר: ההיסטוריה של הרובוטריקים. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1dLEpBk5FNbgOuVy8zgtXEny_dVGjo0GA

תור | ז'אנר: פעולה, פנטזיה, מדע בדיוני | שנת יציאה: 2011 | אורך סרט: 115 דקות | תקציר: תור, אל הרעם, מוגלה לכדור הארץ. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1k0HIp1C-yxKZdfg2QyHoOXnGd6zb0st7

תור 2 - העולם האפל | ז'אנר: פעולה, הרפתקאות, פנטזיה | שנת יציאה: 2013 | אורך סרט: 112 דקות | תקציר: תור נלחם ביצורי החושך. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1W_NzsKw2ZtIrWNKtCuhqy58K0ejcM85v

תור 3 - ראגנארוק | ז'אנר: מדע בדיוני, פעולה, הרפתקאות | שנת יציאה: 2017 | אורך סרט: 130 דקות | תקציר: תור נלחם כדי להציל את אסגרד. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1lD-nPzQltMoFaW7HtLT6Wb961X7Ss1Ot

תור 4 - אהבה ורעם | ז'אנר: פעולה, פנטזיה, מדע בדיוני | שנת יציאה: 2022 | אורך סרט: 115 דקות | תקציר: תור חוזר להרפתקה חדשה. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1-pjolz9nk3P1bDXNhBxi-dwwB3oHtRt2

המטרה - אולימפוס נפל | ז'אנר: פעולה, מתח, אקשן | שנת יציאה: 2013 | אורך סרט: 119 דקות | תקציר: שומר ראש לשעבר חודר לבית הלבן. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1-XiJr0MUkGne1lPtrYWJ-nmMmfrymOL3

המטרה 2 - לונדון | ז'אנר: פעולה, מותחן | שנת יציאה: 2016 | אורך סרט: 95 דקות | תקציר: צוות מומחים בלונדון. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1zLi6Kp4bC_-tMfvlCcgPbkeJh3scv7Dl

המטרה 3 - שומר הראש | ז'אנר: פעולה, מתח | שנת יציאה: 2019 | אורך סרט: 90 דקות | תקציר: שומר ראש מקצועי במשימה מסוכנת. | קישור לדרייב: https://drive.google.com/uc?export=download&id=18azV4jItstCubFrIrwCitouXxSwuPLhE

מפלצת של מלון 1 | ז'אנר: אנימציה, קומדיה, הרפתקאות | שנת יציאה: 2012 | אורך סרט: 91 דקות | תקציר: הרוזן דרקולה מנהל מלון למפלצות. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1i3FSSN-vkfPmK7Z8cbbZ7mjvcklESuzQ

מפלצת של מלון 2 | ז'אנר: אנימציה, קומדיה, הרפתקאות | שנת יציאה: 2015 | אורך סרט: 89 דקות | תקציר: דרקולה מתמודד עם חמיו. | קישור לדרייב: https://drive.google.com/uc?export=download&id=18eDi2dlsCrIyGZafs29nKTkPvWqfKmcd

מפלצת של מלון 3 | ז'אנר: אנימציה, קומדיה, הרפתקאות | שנת יציאה: 2018 | אורך סרט: 97 דקות | תקציר: דרקולה יוצא לחופשה. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1ck_t4vrsQyGchGabEcCDQna3qkxjZtQv

מפלצת של מלון 4 | ז'אנר: אנימציה, קומדיה, הרפתקאות | שנת יציאה: 2022 | אורך סרט: 87 דקות | תקציר: דרקולה מחפש אהבה. | קישור לדרייב: https://drive.google.com/uc?export=download&id=1K62w3kv27lKrZXc7lJdvweAH0Qbj4uvP

סמי הכבאי 1 | ז'אנר: אנימציה, הרפתקאות, משפחה | שנת יציאה: 1987 | אורך סרט: 30 דקות | תקציר: כבאי אמיץ. | קישור לדרייב: https://drive.google.com/uc?export=download&id=10o5wWyb_nQGHTA5-3o5uQPLxxao7CUv_

סמי הכבאי 2 | ז'אנר: אנימציה, הרפתקאות, ילדים | שנת יציאה: 2009 | אורך סרט: 60 דקות | תקציר: סמי וצוותו בעיר פונטי פולי. | קישור לדרייב: https://drive.google.com/uc?export=download&id=110LTIvwWWida8eUSqtv815aqj85lqrm1

