"חומר דוב","none","🎬 חומר דוב\n🎭 ז’אנר: קומדיה, פשע, מתח\n📅 שנת יציאה: 2023\n\n📖 תקציר: לאחר שמטען של קוקאין נופל מהשמיים ליערות ג’ורג’יה, דוב שחור נחשף לחומר המסוכן ויוצא למסע טירוף קטלני. קבוצת מקומיים ותיירים מוצאת את עצמה נאבקת לשרוד מול החיה המסוממת והבלתי צפויה. 🐻💉\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/19FdijB97K-pzRGsGlmQJBKXZd5eKNr-G/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"345","0"
"מסיבת נקניקיות","none","🎬 מסיבת נקניקיות - מתורגם🔞\n🎭 ז’אנר: קומדיה, אנימציה\n📅 שנת יציאה: 2016\n\n📖 תקציר: בעולם שבו מזון מדבר וחולם על חיים טובים יותר, נקניקייה בשם פרנק מגלה את האמת האיומה על גורלם של מוצרי המזון לאחר שהם נרכשים מהסופר. יחד עם חבריו, הוא יוצא למסע מטורף לגלות את האמת ולברוח מהגורל המצפה להם. 🌭😂\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/1-gbsMo_-X-ySGdoj6FqaJgk7heCwWHlJ/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"346","0"
"מפלצת של מלון","none","🧌אוסף סרטי מפלצת של מלון🧌\n\n*כולם מדובבים🇮🇱🔊*\n\nמפלצת של מלון 1 \nhttps://drive.google.com/file/d/1i3FSSN-vkfPmK7Z8cbbZ7mjvcklESuzQ/view?usp=drivesdk\n\nמפלצת של מלון 2\nhttps://drive.google.com/file/d/18eDi2dlsCrIyGZafs29nKTkPvWqfKmcd/view?usp=drivesdk\n\nמפלצת של מלון 3\nhttps://drive.google.com/file/d/1ck_t4vrsQyGchGabEcCDQna3qkxjZtQv/view?usp=drivesdk\n\nמפלצת של מלון 4\nhttps://drive.google.com/file/d/1K62w3kv27lKrZXc7lJdvweAH0Qbj4uvP/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"347","0"
"13 שעות","none","🎬 13 שעות: החיילים הסודיים של בנגזי\n🎭 ז’אנר: אקשן, דרמה, מותחן\n📅 שנת יציאה: 2016\n\n📖 תקציר: מבוסס על אירועים אמיתיים, הסרט מתאר את סיפורם של צוות מאבטחים אמריקאים הנאבקים להציל עובדים דיפלומטיים במהלך מתקפה קטלנית על המתחם האמריקאי בבנגזי, לוב. הקרב הופך למאבק הישרדות מותח, שבו האומץ והנחישות עומדים למבחן. 🔥🎖\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/12lVj3pKEjSCXaVIl25L3tf6kanoDiaaY/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"348","0"
"חופשיות על הבר","none","🎬 חופשיות על הבר\n🎭 ז’אנר: קומדיה, רומנטיקה\n📅 שנת יציאה: 2017\n\n📖 תקציר: חבורת נשים יוצאות לסוף שבוע פרוע בניו אורלינס, שם הן מגלות מחדש את החברות שלהן תוך כדי מסיבות מטורפות, רגעים מרגשים ושלל הרפתקאות בלתי צפויות. 🍹🎉\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/10Xm5k4RDnsgsZ95TIlIE514Y8uf7tYPy/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"349","0"
"כלבי מלחמה","none","🎬 כלבי מלחמה\n🎭 ז’אנר: קומדיה, פשע, דרמה\n📅 שנת יציאה: 2016\n\n📖 תקציר: שני חברים צעירים ממיאמי מנצלים פרצה בממשל האמריקאי וחותמים על חוזה של 300 מיליון דולר עם הפנטגון כדי לספק נשק לבעלות הברית באפגניסטן. אך כשהעסקאות הופכות מסוכנות, הם מוצאים את עצמם עמוק בעולם שלא ציפו לו. 💰🔫\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/1-3561YwfvLgt5AayPE4CShqpU9MDk3c6/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"350","0"
"מאורת הגנבים 2","none","🎬 מאורת הגנבים 2: פנטרה\n🎭 ז’אנר: פשע, מתח, פעולה\n📅 שנת יציאה: 2025\n\n📖 תקציר: ביג ניק וצוותו יוצאים לאירופה בעקבות דוני, שמסתבך עם הפשע המאורגן בניסיון לשדוד את הבנק המרכזי של פריז. המרדף הופך למסוכן וחסר גבולות. 🔥💰\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/1--z6MiaUgWj8y0qHVCkJmqpPGrYHO2Cz/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"351","0"
"חסרי בושה","none","🎬 חסרי בושה\n🎭 ז’אנר: דרמה, קומדיה\n📅 שנת יציאה: 2011\n\n📖 תקציר: משפחת גלאגר הלא-מתפקדת מתמודדת עם חיי היום-יום בשיקגו, כשאב המשפחה האלכוהוליסט מותיר את ילדיו לשרוד בעצמם. הבת הבכורה פיונה לוקחת אחריות על אחיה, וביחד הם מתמודדים עם קשיים, אהבה והמון כאוס. 🍻🏠\n\n🔗 קישור לדרייב: \nחסרי בושה עונה 1 ↙️\nhttps://drive.google.com/folderview?id=12yquYKM8H-tY8mXc1ohj7qjuqoYTU7cd\n\nעונה 1 פרק 2 ↙️\nhttps://drive.google.com/file/d/1jxlA07CNMTKwo2AJc8ghOgPprF2H_5fF/view\n\nעונה 1 פרק 3 ↙️\nhttps://drive.google.com/file/d/1Mhk2Zq7BvZv1zPsMBBhfAtY4WcDjhFLm/view\n\nחסרי בושה עונה 2 ↙️\nhttps://drive.google.com/folderview?id=1XGG8ITDO5TPZZFxthSprKiLUnbL2LbbA\n\nחסרי בושה עונה 3 ↙️\nhttps://drive.google.com/folderview?id=1ZbyHZizJB1f9BVj90yXSZqoA5S4PzhUA\n\nחסרי בושה עונה 4 ↙️\nhttps://drive.google.com/folderview?id=1N_hoEoGAMMIwSJx7VvgjsO3tyVCYACBv\n\nחסרי בושה עונה 5 ↙️\nhttps://drive.google.com/folderview?id=1mPpQfTxzDX4OOj6jPdSukDNUH8TZRmjv\n\nחסרי בושה עונה 6 ↙️\nhttps://drive.google.com/folderview?id=1J7jT0Cb3cXkIYeCVhq1QCm6b5JTJp7Kx\n\nחסרי בושה עונה 7 ↙️\nhttps://drive.google.com/folderview?id=17TZC2cWD6eKbmRvOaWkgZHOOJwfyJYps","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"352","0"
"גלדיאטור","none","יש לבחור עם מספר\nלדוגמא: גלדיאטור 2","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"353","0"
"סמי הכבאי","none","🚒אוסף סרטי סמי הכבאי🚒\n\nבתיקייה אחד!!\nhttps://drive.google.com/drive/folders/10f3FduL9DIU2_vlpsLfRR9mttdCjuPY2","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"355","0"
"איש משפחה","none","אין כרגע את הסדרה ""איש משפחה"" בדרייב","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"356","0"
"משפחת סימסון","none","אין כרגע את הסדרה ""משפחת סימסון"" בדרייב","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"357","0"
"הטבעת","none","🖼 הטבעת\n🔥 ז'אנר: דרמה‑קומית\n⬅️ שנת יציאה: 2024\n⏰ אורך הסרט: כ‑122 דקות\n\n📝 תקציר:\nארנון חוזר בתשובה, מלווה את אימו, ניצולת שואה, להרצאות כשהיא משתפת איך טבעת זהב רזת הצילה את חייה בבודפשט. כשהיא מתדרדרת, הוא יוצא איתה – ובתּו התחקירנית – למסע מרגש לחפש ולהחזיר את הטבעת שהצילה אותה – שוב וייתכן גם את הקשר המשפחתי✨👵👩‍👧‍👦📿😢💍🕊\n\n> Driveflix \n🔗 קישור לדרייב:\nhttps://drive.google.com/file/d/1NXOa0domfv2D3pHoLJ5KaPjqx8T93Ej_/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"358","0"
"בובספוג","none","🎬 בובספוג מכנסמרובע - סדרה\n🎭 ז’אנר: אנימציה, קומדיה, ילדים\n📅 שנת יציאה: 1999\n\n📖 תקציר: בובספוג הוא ספוג ים עליז שחי בתוך אננס תת-ימי בעיר ביקיני בוטום. יחד עם חבריו – פטריק כוכב הים, סקווידוויד, סנדי וצדף המחמד שלו גארי – הוא יוצא להרפתקאות משוגעות, עובד במסעדת הסרטן הפריך ולא מפסיק לשגע את סביבתו. 🌊🍍\n\n🔗 קישור לדרייב:\nעונה 1\nhttps://drive.google.com/drive/folders/1lMqAL4mR7kJyOdVdYUaIYP7ywKcAAESm","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"359","0"
"לזמן את הרוע","none","👻אוסף לזמן את הרוע👻\n\nלזמן את הרוע 1\nhttps://drive.google.com/file/d/1TLYgYhQWUzsbcDkeNhPL70Fk3w_R0G_L/view?usp=drivesdk\n\nלזמן את הרוע 2\nhttps://drive.google.com/file/d/1rlH5HIdwyixAn-57RBL-dc3jk0LgAeXR/view?usp=drivesdk\n\nלזמן את הרוע 3\nhttps://drive.google.com/file/d/1xtPY1g9AD2YO-y8ODhrj6t4nrho8IQSb/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"360","0"
"האלווין","none","🔪👺אוסף סרטי האלווין👺🔪\n\nהאלווין 1 \nhttps://drive.google.com/file/d/1Csz_9SbPCMs5JZzxMYwk1JPcu9afpMxE/view?usp=drivesdk\n\nהאלווין 2 - הנקמה\nhttps://drive.google.com/file/d/1y2EcKJg8LLVMIjb9DVMdzfyO3igFON6o/view?usp=drivesdk\n\nהאלווין 3 - הסוף\nhttps://drive.google.com/file/d/1tT7R1vLqk4ZemC4mRo8nr7k_lU8Wpqag/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"361","0"
"המסור","none","🪚כל סרטי המסור🪚\n\nהכל בתיקייה אחת!!😱\nhttps://drive.google.com/drive/folders/1oFVpKmgvUReOJy1lOXnWBdO5hNX9iytF","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"362","0"
"אנורה","none","🎬 אנורה - סרט🔞\n🎭 ז’אנר: דרמה קומית\n📅 שנת יציאה: 2024\n\n📖 תקציר: אנורה, צעירה אמריקאית ממוצא אוזבקי העובדת כחשפנית בברוקלין, פוגשת את וניה, בנו של אוליגרך רוסי עשיר. בין השניים מתפתח קשר מיוחד, אך כאשר משפחתו של וניה מגלה על הרומן, העניינים מסתבכים. 🎭💔\n\n🔗 קישור לדרייב: \nhttps://drive.google.com/file/d/1i7xr4GhjQ9R4P9qaIhvkwPOVPwrEChk2/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"363","0"
"גארפילד","none","🎬 גארפילד - מדובב\n🎭 ז’אנר: קומדיה, אנימציה\n📅 שנת יציאה: 2024\n\n📖 תקציר: גארפילד, חתול הבית המפורסם בזכות אהבתו ללזניה ושנאתו לימי שני, יוצא להרפתקה חדשה. לאחר מפגש בלתי צפוי עם אביו האובד, ויק, חתול רחוב קשוח, גארפילד וידידו הנאמן, הכלב אודי, נאלצים לעזוב את חיי הנוחות ולהשתתף בשוד משעשע ומלא הרפתקאות.  ￼\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/1-EhgsEtr_jifX1vE208a3OBEEyroX1Lp/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"364","0"
"באז שנות אור","none","🎬 באז שנות-אור - מדובב\n🎭 ז’אנר: אנימציה, הרפתקאות, מדע בדיוני\n📅 שנת יציאה: 2022\n\n📖 תקציר: הסרט מספר את סיפורו של באז שנות-אור, גיבור החלל האמיתי שהיווה השראה לצעצוע האהוב מ”צעצוע של סיפור”. באז יוצא למשימה מסוכנת בגלקסיה רחוקה, שם הוא מתמודד עם אויבים חדשים, טכנולוגיה מתקדמת וצוות בלתי צפוי שיעזור לו במסעו. 🚀🌌\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/1gF16wPQZOctkgAfEgvqUMTlYs4jAIsAS/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"365","0"
"ג'ון וויק","none","⚔️אוסף סרטי ג׳ון וויק⚔️\n\nכל סרטי ג׳ון וויק בתיקייה אחת🔥\nhttps://drive.google.com/drive/folders/1U-WYVGEYyMv9zzWWUUCti7-tsnO3gx4D\n\nג'ון וויק • בלרינה\n> ראשונים ברשת⚡\n> תורגם בלעדי ע""י Qbzn.\n> 🔗 קישור לדרייב:\nhttps://drive.google.com/file/d/1KGQJA9EJLNnHwN0tbnZKPwmXHpL_Pcb4/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"366","0"
"חברים בחווה","none","🎬 חברים בחווה\n🎭 ז’אנר: אנימציה, קומדיה, משפחה\n📅 שנת יציאה: 2006\n\n📖 תקציר: בחווה שקטה, אוטיס הפר הקופצני נהנה מהחיים ומשתעשע עם חבריו, עד שהוא נאלץ לקחת אחריות ולהגן על החווה מפני סכנות. עם דמויות מצחיקות והרפתקאות בלתי נשכחות, הסרט מביא סיפור מלא הומור ולב. 🐮🎉\n\n🔗 קישור לדרייב: \nעונה 1\nhttps://drive.google.com/drive/folders/1vShJ1CMS5BeZA7m4RfwJ79jh8yTsmHZ0","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"367","0"
"המטרה אמיא","none","🎬 המטרה: אמיא\n🎭 ז’אנר: דרמת אקשן\n📅 שנת יציאה: 2025\n\n📖 תקציר: סדרה ישראלית המבוססת על אירועים אמיתיים, העוסקת בפיגוע הנורא שהתרחש בבניין הקהילה היהודית בבואנוס איירס בשנת 1994. הסיפור עוקב אחר חקירת האירוע, כשהגיבורים מוצאים את עצמם במרוץ נגד הזמן לחשיפת האמת מאחורי הפיגוע הקטלני.\n\n🔗 קישור לדרייב:\nפרק 1\nhttps://drive.google.com/file/d/14iVaJBXBXE1K1RnmGOwkprVNwunqAs9S/view?usp=drivesdk\n\nפרק 2\nhttps://drive.google.com/file/d/1MweXdu52mfSZ8VP-_l1FjE7zfTvkgDI9/view?usp=drivesdk\n\nמתעדכן","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"368","0"
"מכוניות","none","🚘 אוסף סרטי מכוניות 🚘 \n\nמכוניות 1 - מתורגם\nhttps://drive.google.com/file/d/17f_hAmrg8hj6jjWcf3rzCbX7L0_yR2GE\n\nמכוניות 2 - מתורגם\nhttps://drive.google.com/file/d/1fGDrgoP9KGy-1ANJzmXXU3u9FaJZTocl/view?usp=drivesdk\n\nמכוניות 3 - מתורגם\nhttps://drive.google.com/file/d/1iPZ_dKK1JHbfNwu9T9fcDFvjz5OQM2nB/view\n\nמכוניות מדובב\nhttps://drive.google.com/drive/folders/1-157wC55D1Xi-tx8LqL9JMt48cj-bx06","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"369","0"
"לבד בבית","none","🎬 לבד בבית\n🎭 ז’אנר: קומדיה, משפחה\n📅 שנת יציאה: 2021\n\n📖 תקציר: כששני הורים יוצאים לחופשה בחו”ל ונתקעים שם בגלל סגר, ארבעת ילדיהם נשארים לבד בבית. הם מנסים להסתדר בלי עזרת מבוגרים, מה שמוביל למצבים קומיים, הרפתקאות והפתעות בלתי צפויות. סדרה קלילה ומצחיקה לכל המשפחה! 🎭🏠\n\n🔗 קישור לדרייב: https://drive.google.com/drive/folders/10jjTvd3i_qw6pFU5EUimtjwEDwvXZN9u","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"370","0"
"משמר המפרץ","none","🎬 משמר המפרץ\n🎭 ז’אנר: אקשן, קומדיה\n📅 שנת יציאה: 2017\n\n📖 תקציר: כשחוף הים האהוב נמצא בסכנה, מציל קשוח וחסר פשרות (דוויין ג’ונסון) חובר למציל צעיר ושחצן (זאק אפרון) כדי לחשוף מזימה פלילית המאיימת להרוס את האזור. עם אקשן קצבי, הומור פרוע וסצנות הצלה מרהיבות, הסרט מביא טוויסט חדש ומשעשע לסדרת הקאלט המיתולוגית. 🏄‍♂️🔥\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/16E_g_MlJT0N2hVbPticEdG_10FXDrSAT/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"371","0"
"יופי מסוכן","none","🎬 יופי מסוכן\n🎭 ז’אנר: אימה, סאטירה\n📅 שנת יציאה: 2024\n\n📖 תקציר: אליזבת ‘ליזי’ ספרקל (דמי מור), כוכבת טלוויזיה ותיקה, מוצאת את עצמה נדחקת הצידה לטובת כוכבת צעירה (מרגרט קוואלי). בניסיון נואש לשמר את מעמדה ויופייה, ליזי עוברת תהליך ניסיוני שמוביל לתוצאות בלתי צפויות ומבעיתות. הסרט בוחן את אובססיית החברה לנעורים ולשלמות חיצונית, ומשלב אלמנטים של אימה וסאטירה חברתית.  ￼\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/1APIqy2lYfbMEdTRWhFd2rE8SUnARxFGc/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"372","0"
"ריגול כפול","none","🎬 ריגול כפול\n🎭 ז’אנר: מתח, ריגול\n📅 שנת יציאה: 2023\n\n📖 תקציר: הסרט עוקב אחר סוכן חשאי המגויס למשימה מסוכנת הכוללת חדירה לארגון עוין. במהלך המשימה, הוא מגלה בגידה פנימית ומוצא את עצמו נרדף על ידי שני הצדדים. במאבק על חייו, הוא חייב לחשוף את האמת ולהציל את המצב.\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/10OU9MEvZQ03dXb4dBgrIj9AO2YbtuJyV/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"373","0"
"חולי אהבה","none","🎬 חולי אהבה\n🎭 ז’אנר: דרמה רומנטית\n📅 שנת יציאה: 2024\n\n📖 תקציר: הסדרה עוקבת אחר עמליה, כירורגית מצליחה, ויונתן, פוליטיקאי בכיר, שמגלים כי הם חולים באותה מחלה. המפגש ביניהם מוביל לסיפור אהבה בלתי צפוי, כשהם מתמודדים עם אתגרים אישיים ורפואיים.\n\n🔗 קישור לדרייב: https://drive.google.com/drive/folders/1KEFAtN3amWiexyUGYrP2XTeKTh0DoA8k","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"374","0"
"נגעת נרצחת","none","🎬 נגעת נרצחת\n🎭 ז’אנר: אימה על-טבעי\n📅 שנת יציאה: 2022\n⏱ אורך: 94 דקות\n\n📖 תקציר: קבוצת בני נוער מגלה יד חנוטה מקוללת, המאפשרת לתקשר עם רוחות המתים. אך כאשר הם עוברים את הגבול, הרוחות משתלטות עליהם והתוצאות הופכות קטלניות.\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/17ycElIsgJiuo3lErFAwAXY9Y22dSGrEv/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"375","0"
"מוצאים את דורי","none","🎬 מוצאים את דורי - מדובב\n🎭 ז’אנר: אנימציה, הרפתקאות, קומדיה\n📅 שנת יציאה: 2016\n⏱ אורך סרט: 97 דקות\n\n🐠 דורי, הדגיגה השכחנית והאהובה, יוצאת למסע מרגש כדי למצוא את משפחתה האבודה. יחד עם מרלין ונמו, היא חוצה את האוקיינוס ונקלעת להרפתקאות משעשעות ומפתיעות באקווריום ימי בקליפורניה. האם היא תצליח לזכור את עברה ולמצוא את ביתה האמיתי? 🎭🌊\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/12u7CtO6pv7vfr0tah_HSdAYcupzzuRzL/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"376","0"
"הנוקמים","none","👾אוסף סרטי הנוקמים👾\n\nהנוקמים 1\nhttps://drive.google.com/file/d/1PB0NenYMXzTliF76JkifCqTcwObL4m54/view?usp=drivesdk\n\nהנוקמים 2\nhttps://drive.google.com/file/d/12Pal0qBw2l3MxWSY7aa4VCoU1RY9Rdcm/view?usp=drivesdk\n\nהנוקמים 3\nhttps://drive.google.com/file/d/1GeqO3yzNhExaqlKrT4H9wWTYbTYUxDHh/view?usp=drivesdk\n\nהנוקמים 4\nhttps://drive.google.com/file/d/1SU8vkKboMXDf6FmP7NQmDfbpD2czptZ5/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"377","0"
"בחורים רעים","none","😎אוסף בחורים רעים😎\n\n\nבחורים רעים 1\nhttps://drive.google.com/file/d/1g85OPXhyT3_NJcJs7Q2ljZJgdPx3zp0H/view\n\nבחורים רעים 2\nhttps://drive.google.com/file/d/195fSv-vjW_auUSKSd-rvUW7qFWgUEmLa/view\n\nבחורים רעים 3 - רעים לתמיד\nhttps://drive.google.com/file/d/1yFVILf69NKSvWW0UMa5Znl_1gjOgIbG0/view\n\nבחורים רעים 4 - הכל או כלום\nhttps://drive.google.com/file/d/11fHWfPfL99bywg_w3qNBAW_N_f6U1VF8/view","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"378","0"
"כראמל","none","🎬 כראמל\n🎭 ז’אנר: הרפתקאות, פנטזיה, משפחה\n📅 שנת יציאה: 2023\n⏱ אורך פרק: כ-30 דקות\n\n🐱 סדרה המבוססת על סדרת הספרים האהובה של מאירה ברנע-גולדברג. היא עוקבת אחר האחים לבית דנבר, שמקבלים בירושה טירה מסתורית וחתול מדבר בשם כראמל. יחד הם מנסים לחשוף סודות מהעבר ולהתמודד עם דמויות מסתוריות שמאיימות עליהם.\n\n🔗 קישור לדרייב: https://drive.google.com/drive/folders/1-D_Mc-BLsu-Xk_c5tlA0yDTu9wTrY6X0","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"379","0"
"רנגו","none","🎬 רנגו - מדובב\n🎭 ז’אנר: אנימציה, הרפתקאות, קומדיה\n📅 שנת יציאה: 2011\n⏱ אורך הסרט: 107 דקות\n\n🐢 זיקית מחמד בשם רנגו מוצאת את עצמה בטעות בעיירה מערבונית בשם “דירט”, שם היא מאמצת זהות של שריף קשוח. כשהמים בעיר הולכים ואוזלים, רנגו יוצא למשימה מסוכנת לחשוף את המזימה שמאיימת על תושבי המקום. 🤠🐍\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/13YByXxl_TaWlhpP7jYhZU2R7Tx5EqXWN/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"380","0"
"מאורת הגנבים 1","none","🎬 מאורת הגנבים\n🎭 ז’אנר: אקשן, פשע, מותחן\n📅 שנת יציאה: 2018\n\n📖 תקציר: חבורת שודדים מתוחכמת מתכננת לבצע את השוד הגדול ביותר בלוס אנג’לס – פריצה לבנק הפדרלי, המקום השמור ביותר בארה”ב. אך המשימה הופכת למורכבת עוד יותר כאשר יחידה מובחרת של שוטרים חסרי רחמים, בהובלת חוקר מיומן, נכנסת לתמונה ומנסה לסכל את התוכנית. 💰🔫\n\n🔗 קישור לדרייב: https://drive.google.com/open?id=1LsBDEx4Hq_znuYGhIL5vYcfcSRizzjIH","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"381","0"
"גאליס","none","🎬 גאליס\n🎭 ז’אנר: הרפתקאות, נעורים\n📅 שנת יציאה: 2012\n\n📖 תקציר: סדרת נעורים העוקבת אחר קבוצת חניכים במחנה הקיץ “גאליס”, שמוצאים את עצמם נסחפים למסע מרתק בעקבות אוצר מסתורי, תוך שהם מתמודדים עם תככים, אתגרים וסודות מהעבר. 🏕🔍\n\n🔗 קישור לדרייב:\nעונות 1-7\nhttps://drive.google.com/drive/folders/1120yf3ORibh-1Z4PpgdJP7Ew2ET3PVer\n\nפרקים שחסרים😄\nעונה 1 פרקים 1-30\nhttps://drive.google.com/drive/folders/1-0fLkNTyMtfRBkyFRpUkrDkqiSVP9OSx","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"382","0"
"מזל חתולה","none","🎬 מזל חתולה\n🎭 ז’אנר: קומדיה, פשע\n📅 שנת יציאה: 2024\n⏳ אורך הסרט: 108 דקות\n\n📖 תקציר: בני וראובן, שני טכנאי טלוויזיה וגיסים, מוצאים את עצמם חשודים ברצח לאחר ביקור שגרתי בדירה. כעת הם במנוסה מהמשטרה ומעולם הפשע, מנסים להוכיח את חפותם תוך כדי הסתבכויות מצחיקות ומותחות. 🎭🔍\n\n🔗 קישור לדרייב:\nhttps://drive.google.com/file/d/1TfxHImYtcb0nkQJJgADayizVjNcRNa3j/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"383","0"
"אבא מטפלת","none","🎬 אבא מטפלת\n🎭 ז’אנר: קומדיה, משפחה\n📅 שנת יציאה: 2019\n\n📖 תקציר: שוני, רווק תל אביבי שלא מוכן לאחריות, מוצא את עצמו לפתע אפוטרופוס של ילדה בת 10. החיים שלו משתנים מקצה לקצה כשהוא נאלץ להתמודד עם אתגרים הוריים שלא הכיר בעבר, מה שיוצר רגעים מלאי הומור, חום ואהבה. 👨‍👧✨\n\n🔗 קישור לדרייב: https://drive.google.com/drive/folders/1-ByMWYxcfQBd4HKG88p18sbDlOiDfG3W","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"384","0"
"50 גוונים","none","🥰אוסף כל סרטי 50 גוונים🥰\n\n50 גוונים של אופל\nhttps://drive.google.com/file/d/14J9HGZ-Y_obbXRjAMu__8CM5zvykB3Zy/view\n\n50 גוונים של שחור\nhttps://drive.google.com/file/d/14CRRBlchlOYFYOgQwBe7p-e2Qx7upW_D/view?usp=drivesdk\n\n50 גוונים של שחרור\nhttps://drive.google.com/file/d/14GVv_W54yFsPVDu3V1cT1Ck9VtmfVUJ4/view?usp=drivesdk\n\n50 גוונים של אפור\nhttps://drive.google.com/file/d/1OoYpfqMdQEbefPOIW4y0R8kZIRby-0Th/view?usp=sharing","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"386","0"
"365 ימים","none","הופה הופה רוצה ""365 ימים"" לצערי הסרט הזה נמחק😏 \nבוט ה''דרייבפליקס'' חזר בתשובה💥","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"387","0"
"השטן לובש פראדה","none","🎬 השטן לובשת פראדה\n🎭 ז’אנר: קומדיה, דרמה\n📅 שנת יציאה: 2006\n\n📖 תקציר: אנדי, בוגרת קולג’ עם שאיפות גדולות, מתקבלת לעבודה כעוזרת האישית של מירנדה פריסטלי, העורכת הקשוחה של מגזין אופנה יוקרתי. במהרה היא מגלה שהעולם הנוצץ של האופנה מלא באתגרים בלתי אפשריים, שינויים בלתי צפויים ובוסית תובענית במיוחד. האם היא תצליח לשרוד בעולם הזה מבלי לאבד את עצמה? 👠👜\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/1I7YuBe4h4ORvotDpeW9bWO7bttP4PvM6/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"388","0"
